order_id,date,store_id,product_id,qty,amount,payment
ORD116142,2026-08-17,S05,P20,2,44.00,银行卡
ORD117137,2026-08-25,S01,P07,1,22.00,支付宝
ORD104247,2026-05-29,S05,P04,1,38.00,银行卡
ORD113129,2026-07-28,S05,P08,2,50.00,会员储值
ORD100887,2026-05-06,S05,P10,2,48.00,银行卡
ORD111611,2026-07-18,S03,P07,3,66.00,会员储值
ORD112604,2026-07-25,S04,P03,3,78.00,会员储值
ORD113605,2026-08-01,S02,P03,1,26.00,银行卡
ORD116899,2026-08-23,S03,P08,1,25.00,银行卡
ORD111062,2026-07-14,S04,P03,2,52.00,会员储值
ORD106875,2026-06-16,S05,P19,2,30.00,会员储值
ORD112876,2026-07-27,S01,P13,3,60.00,微信
ORD105964,2026-06-10,S02,P12,1,8.00,会员储值
ORD107784,2026-06-22,S03,P13,1,20.00,现金
ORD104731,2026-06-01,S03,P13,1,20.00,支付宝
ORD106684,2026-06-15,S02,P04,2,76.00,会员储值
ORD111964,2026-07-20,S03,P15,2,12.00,银行卡
ORD105447,2026-06-06,S04,P10,2,48.00,微信
ORD100298,2026-05-02,S05,P05,1,34.00,支付宝
ORD101412,2026-05-10,S02,P12,1,8.00,银行卡
ORD112212,2026-07-22,S02,P13,1,20.00,现金
ORD109306,2026-07-03,S01,P15,1,6.00,会员储值
ORD116966,2026-08-23,S05,P17,1,12.00,支付宝
ORD112316,2026-07-23,S01,P18,1,18.00,微信
ORD109007,2026-06-30,S05,P04,1,38.00,银行卡
ORD115971,2026-08-16,S04,P16,2,10.00,微信
ORD100199,2026-05-02,S02,P06,1,42.00,微信
ORD110915,2026-07-13,S03,P14,1,10.00,支付宝
ORD103573,2026-05-24,S04,P11,1,26.00,银行卡
ORD106029,2026-06-11,S01,P01,1,32.00,支付宝
ORD110440,2026-07-10,S05,P19,1,15.00,微信
ORD101566,2026-05-11,S01,P02,2,60.00,微信
ORD104658,2026-05-31,S05,P03,1,26.00,支付宝
ORD114236,2026-08-05,S02,P06,1,45.00,会员储值
ORD117158,2026-08-25,S02,P12,1,8.00,支付宝
ORD107388,2026-06-20,S02,P19,1,15.00,银行卡
ORD108944,2026-06-30,S02,P06,1,42.00,会员储值
ORD117471,2026-08-27,S04,P10,3,72.00,会员储值
ORD105693,2026-06-07,S05,P02,2,60.00,现金
ORD111234,2026-07-15,S05,P19,2,30.00,现金
ORD106879,2026-06-16,S05,P13,2,40.00,银行卡
ORD114152,2026-08-04,S03,P15,1,6.00,微信
ORD101437,2026-05-10,S02,P04,1,38.00,现金
ORD114696,2026-08-08,S03,P07,1,22.00,会员储值
ORD111629,2026-07-18,S04,P11,1,26.00,会员储值
ORD114331,2026-08-05,S05,P03,1,26.00,会员储值
ORD106183,2026-06-12,S03,P11,3,78.00,微信
ORD104630,2026-05-31,S05,P04,1,38.00,支付宝
ORD105440,2026-06-06,S04,P02,2,60.00,现金
ORD110814,2026-07-12,S05,P05,2,68.00,微信
ORD101758,2026-05-12,S03,P04,1,38.00,现金
ORD114769,2026-08-08,S05,P03,1,26.00,支付宝
ORD100109,2026-05-01,S05,P15,2,12.00,现金
ORD110416,2026-07-10,S04,P10,1,24.00,微信
ORD106034,2026-06-11,S01,P01,1,32.00,现金
ORD106829,2026-06-16,S03,P08,1,25.00,会员储值
ORD105367,2026-06-06,S02,P04,1,38.00,会员储值
ORD100654,2026-05-04,S05,P03,1,26.00,银行卡
ORD117891,2026-08-30,S02,P06,3,135.00,银行卡
ORD101814,2026-05-12,S05,P01,1,32.00,支付宝
ORD108900,2026-06-30,S01,P12,1,8.00,银行卡
ORD104594,2026-05-31,S04,P11,1,26.00,现金
ORD117521,2026-08-28,S01,P01,1,32.00,银行卡
ORD114779,2026-08-08,S05,P01,2,64.00,微信
ORD117162,2026-08-25,S02,P04,3,114.00,微信
ORD102032,2026-05-14,S04,P10,1,24.00,现金
ORD105662,2026-06-07,S04,P02,2,60.00,会员储值
ORD117144,2026-08-25,S01,P03,1,26.00,支付宝
ORD112637,2026-07-25,S04,P16,2,10.00,银行卡
ORD108149,2026-06-25,S02,P16,2,10.00,银行卡
ORD104294,2026-05-30,S01,P08,2,50.00,银行卡
ORD116422,2026-08-20,S03,P07,1,22.00,会员储值
ORD102679,2026-05-18,S03,P07,1,22.00,微信
ORD104448,2026-05-30,S05,P18,1,18.00,会员储值
ORD115185,2026-08-11,S03,P05,1,34.00,银行卡
ORD110026,2026/7/7,S04,P11,2,52.00,会员储值
ORD109129,2026-07-01,S04,P10,1,24.00,银行卡
ORD104470,2026-05-31,S01,P03,1,26.00,会员储值
ORD107302,2026-06-19,S05,P02,1,30.00,会员储值
ORD116697,2026-08-22,S03,P08,1,25.00,支付宝
ORD109703,2026-07-05,S03,P01,1,32.00,银行卡
ORD106913,2026-06-17,S01,P10,1,24.00,微信
ORD107331,2026-06-20,S01,P02,2,60.00,会员储值
ORD114443,2026-08-06,S05,P16,2,10.00,微信
ORD102017,2026-05-14,S03,P09,2,36.00,会员储值
ORD103155,2026-05-22,S03,P02,2,60.00,银行卡
ORD106285,2026-06-13,S01,P01,3,96.00,会员储值
ORD100695,2026-05-05,S02,P04,1,38.00,银行卡
ORD102970,2026-05-20,S05,P07,1,22.00,会员储值
ORD111619,2026-07-18,S03,P15,1,6.00,支付宝
ORD112420,2026-07-23,S05,P11,3,78.00,支付宝
ORD100963,2026-05-07,S03,P08,1,25.00,会员储值
ORD103724,2026-05-25,S04,P16,2,10.00,会员储值
ORD101024,2026-05-07,S05,P03,1,26.00,银行卡
ORD116068,2026-08-17,S03,P21,2,32.00,会员储值
ORD104427,2026-05-30,S04,P05,1,34.00,支付宝
ORD112874,2026-07-26,S05,P09,1,18.00,现金
ORD110505,2026-07-11,S02,P05,2,68.00,支付宝
ORD112946,2026-07-27,S03,P08,1,25.00,银行卡
ORD114162,2026-08-04,S04,P16,1,5.00,现金
ORD105560,2026-06-07,S02,P05,1,34.00,现金
ORD110578,2026-07-11,S04,P11,3,78.00,银行卡
ORD114719,2026-08-08,S04,P15,2,12.00,会员储值
ORD110141,2026-07-09,S03,P18,1,-18.00,支付宝
ORD111292,2026-07-16,S02,P05,1,34.00,会员储值
ORD100473,2026-05-03,S04,P10,1,24.00,微信
ORD114154,2026-08-04,S03,P14,2,20.00,现金
ORD105115,2026-06-04,S03,P07,1,22.00,微信
ORD115315,2026-08-12,S03,P07,1,22.00,银行卡
ORD113793,2026-08-02,S02,P06,2,90.00,现金
ORD106533,2026-06-14,S03,P20,3,66.00,银行卡
ORD100490,2026-05-03,S05,P13,1,20.00,会员储值
ORD112427,2026-07-23,S05,P19,1,15.00,会员储值
ORD111306,2026-07-16,S03,P02,2,60.00,银行卡
ORD115760,2026-08-15,S03,P21,1,16.00,会员储值
ORD109590,2026-07-04,S05,P11,2,52.00,微信
ORD112687,2026-07-26,S01,P01,2,64.00,现金
ORD113306,2026-07-30,S02,P06,1,45.00,银行卡
ORD102197,2026-05-15,S05,P19,1,15.00,支付宝
ORD110172,2026-07-08,S05,P17,2,24.00,现金
ORD109202,2026-07-02,S02,P04,3,114.00,现金
ORD114568,2026-08-07,S05,P09,1,18.00,银行卡
ORD111788,2026-07-19,S03,P18,2,36.00,银行卡
ORD107561,2026-06-21,S01,P06,2,84.00,会员储值
ORD111120,2026-07-15,S01,P13,2,40.00,现金
ORD109281,2026-07-02,S05,P06,2,90.00,会员储值
ORD100892,2026-05-06,S05,P11,1,26.00,微信
ORD109558,2026-07-04,S04,P03,2,52.00,现金
ORD105168,2026-06-04,S05,P20,1,22.00,支付宝
ORD112085,2026-07-21,S03,P09,1,18.00,现金
ORD100207,2026-05-02,S03,P13,1,20.00,微信
ORD111947,2026-07-20,S02,P18,2,36.00,银行卡
ORD102396,2026-05-16,S05,P03,2,52.00,微信
ORD117862,2026-08-30,S01,P05,1,34.00,支付宝
ORD117385,2026-08-26,S05,P05,1,34.00,会员储值
ORD104019,2026-05-28,S01,P02,2,60.00,银行卡
ORD110029,2026-07-07,S04,P02,1,30.00,支付宝
ORD111977,2026-07-20,S03,P16,1,5.00,会员储值
ORD101487,2026-05-10,S04,P10,2,48.00,支付宝
ORD102344,2026-05-16,S04,P05,1,34.00,微信
ORD112219,2026-07-22,S03,P15,1,6.00,支付宝
ORD111857,2026-07-19,S04,P17,1,12.00,银行卡
ORD108476,2026-06-27,S03,P03,1,26.00,支付宝
ORD117960,2026-08-30,S04,P10,2,48.00,银行卡
ORD105143,2026-06-04,S04,P11,1,26.00,支付宝
ORD116991,2026-08-23,S05,P05,3,102.00,会员储值
ORD110550,2026-07-11,S03,P09,1,18.00,微信
ORD109021,2026-06-30,S05,P10,1,24.00,支付宝
ORD102450,2026-05-17,S01,P07,1,22.00,银行卡
ORD106150,2026-06-12,S01,P02,3,90.00,微信
ORD115232,2026-08-11,S05,P04,3,114.00,会员储值
ORD114651,2026-08-08,S02,P21,1,16.00,支付宝
ORD103422,2026-05-23,S05,P03,1,26.00,会员储值
ORD108643,2026-06-28,S02,P03,2,52.00,现金
ORD107442,2026-06-20,S03,P18,1,18.00,会员储值
ORD100625,2026-05-04,S04,P01,3,96.00,现金
ORD116922,2026-08-23,S03,P08,1,25.00,会员储值
ORD111709,2026-07-19,S01,P16,1,5.00,银行卡
ORD100917,2026-05-07,S01,P03,1,26.00,银行卡
ORD105951,2026-06-10,S02,P09,1,18.00,支付宝
ORD102504,2026-05-17,S03,P07,2,44.00,支付宝
ORD107097,2026-06-18,S02,P06,3,87.00,现金
ORD114127,2026-08-04,S02,P05,1,34.00,银行卡
ORD105379,2026-06-06,S02,P19,1,15.00,微信
ORD104015,2026-05-28,S01,P14,1,10.00,银行卡
ORD107266,2026-06-19,S03,P08,2,50.00,微信
ORD107088,2026-06-18,S02,P06,2,58.00,银行卡
ORD108802,2026-06-29,S02,P05,1,34.00,银行卡
ORD112434,2026-07-24,S01,P04,1,38.00,银行卡
ORD114221,2026-08-05,S01,P12,1,8.00,会员储值
ORD106066,2026-06-11,S02,P06,1,42.00,会员储值
ORD110375,2026-07-10,S02,P14,2,20.00,支付宝
ORD116261,2026-08-19,S01,P18,1,18.00,银行卡
ORD112361,2026-07-23,S03,P10,1,24.00,现金
ORD104377,2026-05-30,S03,P09,3,54.00,支付宝
ORD118105,2026-08-31,S03,P07,1,22.00,支付宝
ORD114526,2026-08-07,S03,P02,2,60.00,微信
ORD104983,2026-06-03,S04,P10,2,48.00,支付宝
ORD115222,2026-08-11,S04,P10,3,72.00,会员储值
ORD113606,2026-08-01,S02,P06,2,90.00,支付宝
ORD114357,2026-08-06,S01,P12,2,16.00,会员储值
ORD110330,2026-07-10,S01,P02,3,90.00,会员储值
ORD105366,2026-06-06,S02,P04,3,114.00,会员储值
ORD105287,2026-06-05,S05,P01,2,64.00,支付宝
ORD108997,2026-06-30,S04,P02,1,30.00,银行卡
ORD101679,2026-05-11,S05,P20,1,22.00,银行卡
ORD102673,2026-05-18,S03,P08,1,25.00,支付宝
ORD113544,2026-08-01,S01,P14,2,20.00,会员储值
ORD117670,2026-08-29,S01,P11,1,26.00,微信
ORD105349,2026-06-06,S01,P03,2,52.00,现金
ORD108988,2026-06-30,S04,P16,1,5.00,微信
ORD106682,2026-06-15,S02,P04,1,38.00,微信
ORD107446,2026-06-20,S03,P06,1,42.00,银行卡
ORD100365,2026-05-03,S01,P02,2,60.00,会员储值
ORD117258,2026/8/26,S01,P13,1,20.00,银行卡
ORD112292,2026-07-22,S05,P17,1,12.00,微信
ORD105992,2026-06-10,S04,P16,1,5.00,会员储值
ORD110975,2026-07-13,S05,P14,1,10.00,会员储值
ORD104818,2026-06-02,S02,P04,1,38.00,会员储值
ORD113898,2026-08-02,S05,P03,3,78.00,会员储值
ORD105872,2026-06-09,S02,P06,1,42.00,银行卡
ORD104461,2026-05-30,S05,P03,3,78.00,微信
ORD117806,2026-08-29,S05,P21,1,16.00,微信
ORD111075,2026-07-14,S04,P11,3,78.00,现金
ORD104344,2026-05-30,S02,P04,1,38.00,银行卡
ORD101188,2026-05-09,S01,P02,1,30.00,会员储值
ORD116057,2026-08-17,S01,P21,1,16.00,微信
ORD109533,2026-07-04,S03,P07,2,44.00,微信
ORD104861,2026-06-02,S04,P16,2,10.00,支付宝
ORD111027,2026-07-14,S02,P06,2,90.00,支付宝
ORD111542,2026-07-18,S01,P16,1,5.00,微信
ORD103108,2026-05-22,S01,P12,2,16.00,会员储值
ORD108315,2026-06-26,S04,P02,2,60.00,微信
ORD105144,2026-06-04,S04,P12,1,8.00,微信
ORD102928,2026-05-20,S03,P17,1,12.00,支付宝
ORD106863,2026-06-16,S04,P05,2,68.00,微信
ORD114647,2026-08-08,S02,P01,1,32.00,现金
ORD105317,2026-06-06,S01,P11,2,52.00,支付宝
ORD109274,2026-07-02,S05,P20,1,22.00,现金
ORD104315,2026-05-30,S02,P05,2,68.00,会员储值
ORD106665,2026-06-15,S01,P01,1,32.00,支付宝
ORD107482,2026-06-20,S04,P16,1,5.00,银行卡
ORD113923,2026-08-02,S05,P04,1,38.00,现金
ORD110524,2026-07-11,S02,P06,1,45.00,微信
ORD109681,2026-07-05,S02,P13,1,20.00,支付宝
ORD103584,2026-05-24,S04,P18,1,18.00,现金
ORD107448,2026-06-20,S04,P14,1,10.00,银行卡
ORD118115,2026-08-31,S04,P10,2,-48.00,微信
ORD117260,2026-08-26,S01,P02,2,60.00,微信
ORD102811,2026-05-19,S04,P10,2,48.00,会员储值
ORD102744,2026-05-19,S01,P12,2,16.00,现金
ORD109607,2026-07-04,S05,P06,3,135.00,银行卡
ORD109132,2026-07-01,S05,P10,1,24.00,现金
ORD112838,2026-07-26,S05,P10,1,24.00,现金
ORD101518,2026-05-10,S05,P16,1,5.00,支付宝
ORD109221,2026-07-02,S03,P01,2,64.00,银行卡
ORD106911,2026-06-17,S01,P03,2,52.00,微信
ORD117569,2026-08-28,S03,P20,1,22.00,银行卡
ORD102338,2026-05-16,S03,P19,1,15.00,银行卡
ORD101161,2026-05-08,S05,P15,1,6.00,现金
ORD110477,2026-07-11,S01,P02,1,30.00,现金
ORD117447,2026-08-27,S03,P20,2,44.00,会员储值
ORD115628,2026-08-14,S05,P18,3,54.00,支付宝
ORD115737,2026-08-15,S03,P08,1,25.00,微信
ORD109715,2026-07-05,S03,P07,2,44.00,银行卡
ORD117774,2026-08-29,S04,P13,1,20.00,现金
ORD113304,2026-07-30,S02,P03,1,26.00,现金
ORD117409,2026-08-27,S01,P03,1,26.00,会员储值
ORD106614,2026-06-14,S05,P20,1,22.00,现金
ORD114915,2026-08-09,S04,P11,2,52.00,会员储值
ORD112108,2026-07-21,S03,P09,1,18.00,微信
ORD111763,2026-07-19,S02,P06,1,45.00,微信
ORD108422,2026-06-27,S02,P15,1,6.00,现金
ORD114606,2026-08-08,S01,P02,2,60.00,会员储值
ORD113017,2026-07-28,S01,P20,3,66.00,会员储值
ORD102426,2026-05-17,S01,P02,1,30.00,现金
ORD109048,2026-07-01,S01,P13,1,20.00,微信
ORD115068,2026-08-10,S03,P21,1,16.00,会员储值
ORD108828,2026-06-29,S03,P15,2,12.00,支付宝
ORD108661,2026-06-28,S03,P03,2,52.00,支付宝
ORD103925,2026-05-27,S02,P14,1,10.00,微信
ORD102201,2026-05-15,S05,P20,1,22.00,银行卡
ORD117472,2026-08-27,S04,P10,1,24.00,现金
ORD104285,2026-05-30,S01,P14,1,10.00,会员储值
ORD105538,2026-06-07,S01,P07,1,22.00,银行卡
ORD107338,2026-06-20,S01,P12,2,16.00,会员储值
ORD115685,2026-08-15,S02,P06,1,45.00,现金
ORD117420,2026-08-27,S02,P02,2,60.00,微信
ORD116883,2026-08-23,S03,P09,1,18.00,支付宝
ORD111015,2026-07-14,S02,P02,2,60.00,会员储值
ORD112020,2026-07-20,S05,P08,1,25.00,银行卡
ORD100950,2026-05-07,S02,P06,1,42.00,会员储值
ORD112655,2026-07-25,S05,P03,3,78.00,银行卡
ORD101926,2026-05-13,S05,P20,1,22.00,会员储值
ORD117364,2026-08-26,S05,P15,3,18.00,微信
ORD112204,2026-07-22,S02,P05,2,68.00,现金
ORD116084,2026-08-17,S03,P07,3,66.00,微信
ORD101497,2026-05-10,S04,P10,1,24.00,银行卡
ORD105199,2026-06-05,S01,P02,1,30.00,现金
ORD102939,2026-05-20,s04,P11,1,26.00,现金
ORD100621,2026-05-04,S04,P18,1,18.00,现金
ORD100897,2026-05-06,S05,P12,1,8.00,支付宝
ORD117412,2026-08-27,S01,P19,1,15.00,会员储值
ORD103814,2026-05-26,S03,P18,1,18.00,现金
ORD100362,2026-05-03,S01,P01,1,32.00,会员储值
ORD113086,2026-07-28,S04,P10,1,24.00,现金
ORD108241,2026-06-26,S01,P16,2,10.00,现金
ORD102501,2026-05-17,S03,P17,1,12.00,会员储值
ORD114842,2026-08-09,S02,P02,1,30.00,银行卡
ORD109883,2026-07-06,S03,P12,1,8.00,现金
ORD117429,2026-08-27,S02,P21,3,48.00,会员储值
ORD117198,2026-08-25,S03,P02,1,30.00,会员储值
ORD113479,2026-07-31,S03,P08,1,25.00,银行卡
ORD103288,2026-05-23,S02,P04,1,38.00,现金
ORD106476,2026-06-14,S01,P15,1,6.00,微信
ORD103939,2026-05-27,S03,P09,3,54.00,银行卡
ORD100417,2026-05-03,S03,P09,2,36.00,现金
ORD106313,2026-06-13,S02,P04,1,38.00,现金
ORD104029,2026-05-28,S01,P01,1,32.00,会员储值
ORD106742,2026-06-15,S05,P17,1,12.00,微信
ORD110126,2026-07-08,S03,P03,1,26.00,支付宝
ORD117099,2026-08-24,S05,P10,1,24.00,银行卡
ORD114118,2026-08-04,S02,P05,3,102.00,现金
ORD112878,2026-07-27,S01,P15,1,6.00,支付宝
ORD107676,2026-06-21,S04,P10,1,24.00,微信
ORD109207,2026-07-02,S02,P20,1,22.00,银行卡
ORD112244,2026-07-22,S03,P17,1,12.00,微信
ORD118142,2026-08-31,S05,P17,2,24.00,银行卡
ORD101594,2026-05-11,S02,P03,2,52.00,微信
ORD111928,2026-07-20,S02,P13,1,20.00,现金
ORD106518,2026-06-14,S02,P05,1,34.00,微信
ORD117298,2026-08-26,S02,P21,1,16.00,现金
ORD112977,2026-07-27,S04,P12,2,16.00,银行卡
ORD113281,2026-07-30,S01,P14,1,10.00,支付宝
ORD113293,2026-07-30,S01,P15,1,6.00,银行卡
ORD111869,2026-07-19,S05,P13,2,40.00,会员储值
ORD113239,2026-07-29,S04,P10,3,72.00,银行卡
ORD100382,2026-05-03,S02,P05,2,68.00,银行卡
ORD111043,2026-07-14,S03,P11,2,52.00,会员储值
ORD109137,2026-07-01,S05,P04,1,38.00,会员储值
ORD104844,2026-06-02,S03,P09,1,18.00,银行卡
ORD116813,2026-08-23,S01,P12,3,24.00,微信
ORD117914,2026-08-30,S02,P06,1,45.00,微信
ORD117966,2026-08-30,S04,P13,3,60.00,微信
ORD114566,07-08-2026,S05,P03,2,¥52.00,银行卡
ORD111040,2026-07-14,S03,P07,2,44.00,支付宝
ORD104729,2026-06-01,S03,P20,1,22.00,微信
ORD107221,2026-06-19,S01,P18,1,18.00,会员储值
ORD101319,2026-05-09,S04,P10,1,24.00,会员储值
ORD117268,2026-08-26,S01,P00,1,30.00,支付宝
ORD116337,2026-08-19,S05,P20,2,44.00,银行卡
ORD115055,2026-08-10,S03,P09,1,18.00,现金
ORD115518,2026-08-14,S01,P02,2,60.00,银行卡
ORD117564,2026-08-28,S03,P09,1,18.00,微信
ORD105081,2026-06-04,S02,P05,1,34.00,银行卡
ORD115464,2026-08-13,S04,P12,1,8.00,支付宝
ORD109898,2026-07-06,S04,P11,1,26.00,会员储值
ORD106836,2026-06-16,S03,P17,1,12.00,会员储值
ORD117854,2026-08-30,S01,P16,1,5.00,微信
ORD111167,2026-07-15,S03,P07,1,22.00,支付宝
ORD111968,2026-07-20,S03,P11,3,78.00,现金
ORD115935,2026-08-16,S03,P09,1,18.00,支付宝
ORD102283,2026-05-16,S02,P03,3,78.00,会员储值
ORD101204,2026-05-09,S02,P17,1,12.00,银行卡
ORD115344,2026-08-12,S04,P10,3,72.00,微信
ORD114055,2026-08-03,S05,P21,1,16.00,现金
ORD107689,2026-06-21,S05,P02,1,30.00,支付宝
ORD113069,2026-07-28,S03,P03,1,26.00,会员储值
ORD102810,2026-05-19,S04,P13,2,40.00,会员储值
ORD103091,2026-05-21,S05,P20,2,44.00,微信
ORD109256,2026-07-02,S04,P11,3,78.00,支付宝
ORD111797,2026-07-19,S03,P15,2,12.00,支付宝
ORD104207,2026-05-29,S03,P16,1,5.00,微信
ORD111834,2026-07-19,S04,P10,1,24.00,微信
ORD110317,2026-07-09,S05,P19,1,15.00,现金
ORD115847,2026-08-16,S01,P08,2,50.00,微信
ORD111349,2026-07-16,S05,P16,2,10.00,现金
ORD107375,2026-06-20,S02,P11,1,26.00,会员储值
ORD114378,2026-08-06,S02,P01,2,64.00,微信
ORD111894,2026-07-19,S05,P05,3,102.00,现金
ORD111375,2026-07-17,S01,P01,1,32.00,支付宝
ORD116061,2026-08-17,S01,P01,2,64.00,现金
ORD110596,2026-07-11,S04,P15,1,6.00,支付宝
ORD107247,2026-06-19,S02,P01,1,32.00,现金
ORD107592,2026-06-21,S02,P07,1,22.00,银行卡
ORD113058,2026-07-28,S02,P05,1,34.00,会员储值
ORD114147,2026-08-04,S03,P06,1,45.00,银行卡
ORD107293,2026-06-19,S04,P10,2,48.00,微信
ORD109479,2026-07-04,S02,P11,2,52.00,支付宝
ORD101912,2026-05-13,S04,P13,1,20.00,现金
ORD113552,2026-08-01,S01,P13,1,20.00,会员储值
ORD101496,2026-05-10,S04,P12,1,8.00,现金
ORD111316,2026-07-16,S03,P09,1,18.00,现金
ORD116871,2026-08-23,S02,P04,2,76.00,支付宝
ORD116969,2026-08-23,S05,P20,3,66.00,银行卡
ORD116180,2026-08-18,S03,P03,1,26.00,现金
ORD101171,2026-05-09,S01,P02,1,30.00,微信
ORD112580,2026-07-25,S03,P08,1,25.00,银行卡
ORD110035,2026-07-07,S04,P11,1,26.00,现金
ORD112140,2026-07-21,S05,P18,1,18.00,会员储值
ORD107163,2026-06-18,S04,P11,1,26.00,现金
ORD102250,2026-05-16,S01,P15,1,6.00,银行卡
ORD117011,2026-08-24,S01,P10,1,24.00,现金
ORD116065,2026-08-17,S01,P09,1,18.00,银行卡
ORD113234,2026-07-29,S04,P06,2,90.00,会员储值
ORD110576,2026-07-11,S04,P11,1,26.00,银行卡
ORD103889,2026-05-27,S01,P19,1,15.00,银行卡
ORD110719,2026-07-12,S02,P06,1,45.00,支付宝
ORD103468,2026-05-24,S02,P17,1,12.00,微信
ORD100297,2026-05-02,S05,P20,1,22.00,支付宝
ORD102896,2026-05-20,S02,P06,1,42.00,会员储值
ORD106591,2026-06-14,S04,P10,1,24.00,微信
ORD100845,2026-05-06,S03,P12,1,8.00,银行卡
ORD111736,2026-07-19,S01,P02,1,30.00,银行卡
ORD109821,2026-07-06,S01,P18,2,36.00,现金
ORD108806,2026-06-29,S02,P04,2,76.00,支付宝
ORD113632,2026-08-01,S03,P08,2,50.00,微信
ORD117187,2026-08-25,S03,P09,3,54.00,微信
ORD106092,2026-06-11,S04,P14,2,20.00,支付宝
ORD115011,2026-08-10,S01,P06,1,45.00,现金
ORD110611,2026-07-11,S05,P14,1,10.00,现金
ORD113397,2026-07-30,S05,P04,2,76.00,会员储值
ORD114447,2026-08-06,S05,P10,1,24.00,银行卡
ORD108580,2026-06-28,S01,P16,2,10.00,支付宝
ORD113413,2026-07-31,S01,P13,1,20.00,支付宝
ORD110743,2026-07-12,S03,P08,1,25.00,现金
ORD104009,2026-05-27,S05,P11,1,26.00,微信
ORD106939,2026-06-17,S03,P15,2,12.00,支付宝
ORD108284,2026-06-26,S03,P07,1,22.00,支付宝
ORD117757,2026-08-29,S03,P04,2,76.00,微信
ORD106612,2026-06-14,S05,P03,1,26.00,银行卡
ORD114858,2026-08-09,S02,P16,2,10.00,银行卡
ORD109902,2026-07-06,S04,P12,2,16.00,支付宝
ORD108866,2026-06-29,S04,P10,3,72.00,现金
ORD106857,2026-06-16,S04,P09,1,18.00,现金
ORD107134,2026-06-18,S03,P07,2,44.00,现金
ORD107055,2026-06-18,S02,P05,1,34.00,银行卡
ORD111411,2026-07-17,S02,P05,2,68.00,微信
ORD113653,2026-08-01,S03,P02,1,30.00,银行卡
ORD113305,2026-07-30,S02,P03,2,52.00,支付宝
ORD110225,2026-07-09,S02,P05,1,34.00,现金
ORD115613,2026-08-14,S04,P10,3,72.00,银行卡
ORD104725,2026-06-01,S03,P03,1,26.00,支付宝
ORD106595,2026-06-14,S04,P10,2,48.00,会员储值
ORD117503,2026-08-27,S05,P20,1,22.00,会员储值
ORD113754,2026-08-02,S01,P16,1,5.00,银行卡
ORD117903,2026-08-30,S02,P21,1,16.00,微信
ORD108744,2026-06-28,S05,P04,3,114.00,会员储值
ORD100017,2026-05-01,S01,P12,1,8.00,会员储值
ORD111000,2026-07-14,S01,P16,2,10.00,会员储值
ORD107275,2026-06-19,S03,P16,1,5.00,会员储值
ORD101751,2026-05-12,S03,P02,1,30.00,微信
ORD111835,2026-07-19,S04,P10,1,24.00,银行卡
ORD109017,2026-06-30,S05,P01,1,32.00,银行卡
ORD106524,2026-06-14,S02,P04,1,38.00,支付宝
ORD110192,2026-07-08,S05,P20,1,22.00,现金
ORD109316,2026-07-03,S02,P11,1,26.00,微信
ORD107236,2026-06-19,S02,P05,1,34.00,银行卡
ORD112945,2026-07-27,S03,P20,1,22.00,银行卡
ORD106577,2026-06-14,S04,P12,1,8.00,微信
ORD114045,2026-08-03,S04,P10,3,72.00,支付宝
ORD114122,2026-08-04,S02,P15,1,6.00,会员储值
ORD108056,2026-06-24,S03,P03,1,26.00,银行卡
ORD112036,2026-07-21,S01,P12,2,16.00,现金
ORD109487,2026-07-04,S02,P06,1,45.00,现金
ORD100691,2026-05-05,S02,P04,1,38.00,微信
ORD102145,2026-05-15,S03,P08,2,50.00,支付宝
ORD110384,2026-07-10,S03,P11,2,52.00,银行卡
ORD117699,2026-08-29,S02,P06,1,45.00,银行卡
ORD110229,2026-07-09,S02,P18,2,36.00,微信
ORD113594,2026-08-01,S02,P05,2,68.00,银行卡
ORD114348,2026-08-06,S01,P04,1,38.00,支付宝
ORD108933,2026-06-30,S02,P14,1,10.00,微信
ORD107003,2026-06-17,S05,P09,3,54.00,支付宝
ORD110209,2026-07-09,S01,P06,3,135.00,支付宝
ORD103355,2026-05-23,S04,P15,2,12.00,现金
ORD102988,2026-05-21,S01,P02,3,90.00,支付宝
ORD115248,2026-08-11,S05,P05,3,102.00,银行卡
ORD108504,2026-06-27,S04,P10,2,48.00,银行卡
ORD105281,2026-06-05,S04,P10,1,24.00,现金
ORD102713,2026-05-18,S05,P19,1,15.00,现金
ORD115522,2026-08-14,S01,P02,1,30.00,支付宝
ORD103859,2026-05-26,S05,P07,2,44.00,微信
ORD108680,2026-06-28,S03,P14,1,10.00,支付宝
ORD113469,2026-07-31,S03,P13,1,20.00,现金
ORD100586,2026-05-04,S03,P15,2,12.00,支付宝
ORD106315,2026-06-13,S02,P14,1,10.00,现金
ORD108072,2026-06-24,S04,P11,2,52.00,现金
ORD117402,2026-08-27,S01,P01,3,96.00,会员储值
ORD110138,2026-07-08,S03,P09,2,36.00,现金
ORD104181,2026-05-29,S02,P06,2,84.00,会员储值
ORD102879,2026-05-20,S01,P13,1,20.00,会员储值
ORD115312,2026-08-12,S03,P09,1,18.00,微信
ORD102507,2026-05-17,S03,P07,2,44.00,会员储值
ORD117222,2026-08-25,S04,P15,2,12.00,银行卡
ORD111263,2026-07-16,S01,P12,1,8.00,银行卡
ORD101808,2026-05-12,S05,P03,2,52.00,微信
